id,date,season,status,home_team_score,visitor_team_score,home_team_name,home_team_id,visitor_team_name,visitor_team_id,home_player_1_id,home_player_1_name,home_player_1_minutes,home_player_1_off_rating,home_player_1_def_rating,home_player_1_usage,home_player_2_id,home_player_2_name,home_player_2_minutes,home_player_2_off_rating,home_player_2_def_rating,home_player_2_usage,home_player_3_id,home_player_3_name,home_player_3_minutes,home_player_3_off_rating,home_player_3_def_rating,home_player_3_usage,home_player_4_id,home_player_4_name,home_player_4_minutes,home_player_4_off_rating,home_player_4_def_rating,home_player_4_usage,home_player_5_id,home_player_5_name,home_player_5_minutes,home_player_5_off_rating,home_player_5_def_rating,home_player_5_usage,home_player_6_id,home_player_6_name,home_player_6_minutes,home_player_6_off_rating,home_player_6_def_rating,home_player_6_usage,home_player_7_id,home_player_7_name,home_player_7_minutes,home_player_7_off_rating,home_player_7_def_rating,home_player_7_usage,home_player_8_id,home_player_8_name,home_player_8_minutes,home_player_8_off_rating,home_player_8_def_rating,home_player_8_usage,home_player_9_id,home_player_9_name,home_player_9_minutes,home_player_9_off_rating,home_player_9_def_rating,home_player_9_usage,home_player_10_id,home_player_10_name,home_player_10_minutes,home_player_10_off_rating,home_player_10_def_rating,home_player_10_usage,home_player_11_id,home_player_11_name,home_player_11_minutes,home_player_11_off_rating,home_player_11_def_rating,home_player_11_usage,home_player_12_id,home_player_12_name,home_player_12_minutes,home_player_12_off_rating,home_player_12_def_rating,home_player_12_usage,away_player_1_id,away_player_1_name,away_player_1_minutes,away_player_1_off_rating,away_player_1_def_rating,away_player_1_usage,away_player_2_id,away_player_2_name,away_player_2_minutes,away_player_2_off_rating,away_player_2_def_rating,away_player_2_usage,away_player_3_id,away_player_3_name,away_player_3_minutes,away_player_3_off_rating,away_player_3_def_rating,away_player_3_usage,away_player_4_id,away_player_4_name,away_player_4_minutes,away_player_4_off_rating,away_player_4_def_rating,away_player_4_usage,away_player_5_id,away_player_5_name,away_player_5_minutes,away_player_5_off_rating,away_player_5_def_rating,away_player_5_usage,away_player_6_id,away_player_6_name,away_player_6_minutes,away_player_6_off_rating,away_player_6_def_rating,away_player_6_usage,away_player_7_id,away_player_7_name,away_player_7_minutes,away_player_7_off_rating,away_player_7_def_rating,away_player_7_usage,away_player_8_id,away_player_8_name,away_player_8_minutes,away_player_8_off_rating,away_player_8_def_rating,away_player_8_usage,away_player_9_id,away_player_9_name,away_player_9_minutes,away_player_9_off_rating,away_player_9_def_rating,away_player_9_usage,away_player_10_id,away_player_10_name,away_player_10_minutes,away_player_10_off_rating,away_player_10_def_rating,away_player_10_usage,away_player_11_id,away_player_11_name,away_player_11_minutes,away_player_11_off_rating,away_player_11_def_rating,away_player_11_usage,away_player_12_id,away_player_12_name,away_player_12_minutes,away_player_12_off_rating,away_player_12_def_rating,away_player_12_usage
15486,2003-10-28,2003,Final,109,93,Los Angeles Lakers,14,Dallas Mavericks,7,1041,Derek Fisher,37.3,113.0,84.8,0.2,1219,Devean George,34.583333333333336,112.5,94.4,0.114,823,Bryon Russell,20.783333333333335,97.7,97.8,0.196,583,Karl Malone,0.0,124.6,84.4,0.197,735,Shaquille O'Neal,0.0,113.8,87.7,0.282,2968,Gary Payton,0.0,121.3,85.5,0.256,2929,Horace Grant,0.0,97.7,100.0,0.063,1472,Luke Walton,0.0,45.5,76.9,0.231,1413,Jannero Pargo,0.0,68.4,116.7,0.25,1414,Kareem Rush,0.0,93.1,113.8,0.194,1043,Kobe Bryant,0.0,0.0,0.0,0.0,1326,Slava Medvedenko,0.0,0.0,0.0,0.0,346,Dirk Nowitzki,33.18333333333333,82.9,114.7,0.333,1198,Antawn Jamison,32.85,106.9,107.1,0.185,942,Michael Finley,28.983333333333334,91.8,112.9,0.197,1050,Tony Delk,27.45,101.8,103.6,0.152,1009,Antoine Walker,0.0,88.7,116.2,0.188,1092,Danny Fortson,0.0,44.8,124.1,0.032,1039,Steve Nash,0.0,82.0,123.3,0.206,959,Travis Best,0.0,108.3,88.6,0.158,1288,Eduardo Najera,0.0,107.7,100.0,0.103,1470,Josh Howard,0.0,90.0,90.0,0.417,818,Shawn Bradley,0.0,87.5,71.4,0.2,1471,Marquis Daniels,0.0,100.0,71.4,0.111
