id,date,season,status,home_team_score,visitor_team_score,home_team_name,home_team_id,visitor_team_name,visitor_team_id,home_player_1_id,home_player_1_name,home_player_1_minutes,home_player_1_position,home_player_1_off_rating,home_player_1_def_rating,home_player_1_usage,away_player_1_id,away_player_1_name,away_player_1_minutes,away_player_1_position,away_player_1_off_rating,away_player_1_def_rating,away_player_1_usage,home_player_2_id,home_player_2_name,home_player_2_minutes,home_player_2_position,home_player_2_off_rating,home_player_2_def_rating,home_player_2_usage,away_player_2_id,away_player_2_name,away_player_2_minutes,away_player_2_position,away_player_2_off_rating,away_player_2_def_rating,away_player_2_usage,home_player_3_id,home_player_3_name,home_player_3_minutes,home_player_3_position,home_player_3_off_rating,home_player_3_def_rating,home_player_3_usage,away_player_3_id,away_player_3_name,away_player_3_minutes,away_player_3_position,away_player_3_off_rating,away_player_3_def_rating,away_player_3_usage,home_player_4_id,home_player_4_name,home_player_4_minutes,home_player_4_position,home_player_4_off_rating,home_player_4_def_rating,home_player_4_usage,away_player_4_id,away_player_4_name,away_player_4_minutes,away_player_4_position,away_player_4_off_rating,away_player_4_def_rating,away_player_4_usage,home_player_5_id,home_player_5_name,home_player_5_minutes,home_player_5_position,home_player_5_off_rating,home_player_5_def_rating,home_player_5_usage,away_player_5_id,away_player_5_name,away_player_5_minutes,away_player_5_position,away_player_5_off_rating,away_player_5_def_rating,away_player_5_usage,home_player_6_id,home_player_6_name,home_player_6_minutes,home_player_6_position,home_player_6_off_rating,home_player_6_def_rating,home_player_6_usage,away_player_6_id,away_player_6_name,away_player_6_minutes,away_player_6_position,away_player_6_off_rating,away_player_6_def_rating,away_player_6_usage,home_player_7_id,home_player_7_name,home_player_7_minutes,home_player_7_position,home_player_7_off_rating,home_player_7_def_rating,home_player_7_usage,away_player_7_id,away_player_7_name,away_player_7_minutes,away_player_7_position,away_player_7_off_rating,away_player_7_def_rating,away_player_7_usage,home_player_8_id,home_player_8_name,home_player_8_minutes,home_player_8_position,home_player_8_off_rating,home_player_8_def_rating,home_player_8_usage,away_player_8_id,away_player_8_name,away_player_8_minutes,away_player_8_position,away_player_8_off_rating,away_player_8_def_rating,away_player_8_usage,home_player_9_id,home_player_9_name,home_player_9_minutes,home_player_9_position,home_player_9_off_rating,home_player_9_def_rating,home_player_9_usage,away_player_9_id,away_player_9_name,away_player_9_minutes,away_player_9_position,away_player_9_off_rating,away_player_9_def_rating,away_player_9_usage,home_player_10_id,home_player_10_name,home_player_10_minutes,home_player_10_position,home_player_10_off_rating,home_player_10_def_rating,home_player_10_usage,away_player_10_id,away_player_10_name,away_player_10_minutes,away_player_10_position,away_player_10_off_rating,away_player_10_def_rating,away_player_10_usage,home_player_11_id,home_player_11_name,home_player_11_minutes,home_player_11_position,home_player_11_off_rating,home_player_11_def_rating,home_player_11_usage,away_player_11_id,away_player_11_name,away_player_11_minutes,away_player_11_position,away_player_11_off_rating,away_player_11_def_rating,away_player_11_usage,home_player_12_id,home_player_12_name,home_player_12_minutes,home_player_12_position,home_player_12_off_rating,home_player_12_def_rating,home_player_12_usage,away_player_12_id,away_player_12_name,away_player_12_minutes,away_player_12_position,away_player_12_off_rating,away_player_12_def_rating,away_player_12_usage
15486,2003-10-28,2003,Final,109,93,Los Angeles Lakers,14,Dallas Mavericks,7,1041,Derek Fisher,37.3,,113.0,84.8,0.2,346,Dirk Nowitzki,33.18333333333333,F,82.9,114.7,0.333,2968,Gary Payton,36.0,,121.3,85.5,0.256,1009,Antoine Walker,33.0,F,88.7,116.2,0.188,1219,Devean George,34.583333333333336,,112.5,94.4,0.114,1198,Antawn Jamison,32.85,,106.9,107.1,0.185,735,Shaquille O'Neal,32.0,,113.8,87.7,0.282,942,Michael Finley,28.983333333333334,,91.8,112.9,0.197,583,Karl Malone,29.0,,124.6,84.4,0.197,1039,Steve Nash,28.0,,82.0,123.3,0.206,823,Bryon Russell,20.783333333333335,,97.7,97.8,0.196,1050,Tony Delk,27.45,,101.8,103.6,0.152,2929,Horace Grant,20.0,,97.7,100.0,0.063,959,Travis Best,16.0,,108.3,88.6,0.158,1414,Kareem Rush,14.0,,93.1,113.8,0.194,1092,Danny Fortson,14.0,,44.8,124.1,0.032,1413,Jannero Pargo,9.0,,68.4,116.7,0.25,1288,Eduardo Najera,13.0,F,107.7,100.0,0.103,1472,Luke Walton,7.0,,45.5,76.9,0.231,1470,Josh Howard,5.0,,90.0,90.0,0.417,1043,Kobe Bryant,0.0,,0.0,0.0,0.0,818,Shawn Bradley,4.0,,87.5,71.4,0.2,1326,Slava Medvedenko,0.0,,0.0,0.0,0.0,1471,Marquis Daniels,4.0,,100.0,71.4,0.111
