Player ID,Player Name
737.0,Clar. Weatherspoon
361.0,Zaza Pachulia
111.0,Jamal Crawford
1374.0,Gilbert Arenas
874.0,Jalen Rose
1152.0,Larry Hughes
1376.0,Eddy Curry
1496.0,Jarvis Hayes
2933.0,Scottie Pippen
1368.0,Kwame Brown
1426.0,Lonny Baxter
1370.0,Etan Thomas
1292.0,Marcus Fizer
740.0,Christian Laettner
877.0,Donyell Marshall
1419.0,Juan Dixon
1239.0,Eddie Robinson
1391.0,Brendan Haywood
2952.0,Kendall Gill
1418.0,Jared Jeffries
1466.0,Roger Mason Jr.
1497.0,Steve Blake
815.0,Corie Blount
1170.0,Jahidi White
94.0,Tyson Chandler
801.0,Chris Whitney
539.0,Clifford Robinson
820.0,Calbert Cheaney
1429.0,Mike Dunleavy
1012.0,Erick Dampier
561.0,Avery Johnson
1355.0,Speedy Claxton
1489.0,Mickael Pietrus
1325.0,Brian Cardinal
1103.0,Adonal Foyle
828.0,Popeye Jones
1372.0,Jason Richardson
812.0,Nick Van Exel
1020.0,Ben Wallace
1249.0,Metta World Peace
1416.0,Tayshaun Prince
1059.0,Jermaine O'Neal
1245.0,Richard Hamilton
2890.0,Reggie Miller
1097.0,Chauncey Billups
697.0,Kenny Anderson
1417.0,Mehmet Okur
1241.0,Jeff Foster
2991.0,Elden Campbell
1172.0,Al Harrington
1236.0,Chucky Atkins
1118.0,Scot Pollard
990.0,Corliss Williamson
1344.0,Jamaal Tinsley
1362.0,Zeljko Rebraca
1132.0,Austin Croshere
1401.0,Tremaine Fowlkes
1447.0,Fred Jones
1495.0,Darko Milicic
1345.0,Primoz Brezec
966.0,Bob Sura
1121.0,Anthony Johnson
1168.0,Paul Pierce
1193.0,Raef LaFrentz
1394.0,Mike James
810.0,Vin Baker
938.0,Eric Williams
1366.0,Kedrick Brown
1090.0,Tony Battie
1493.0,Marcus Banks
1314.0,Mark Blount
1015.0,Walter McCarty
1428.0,Jiri Welsch
1215.0,Jumaine Jones
833.0,Antonio Davis
908.0,Jason Kidd
88.0,Vince Carter
1346.0,Richard Jefferson
1013.0,Jerome Williams
1024.0,Kerry Kittles
1218.0,Milt Palacio
1348.0,Jason Collins
884.0,Lamond Murray
1281.0,Kenyon Martin
1482.0,Chris Bosh
806.0,Rodney Rogers
1100.0,Alvin Williams
771.0,Alonzo Mourning
817.0,Michael Curry
855.0,Aaron Williams
1303.0,Morris Peterson
774.0,Doug Overton
1402.0,Mengke Bateer
1347.0,Brandon Armstrong
1421.0,Chris Jefferies
1469.0,Zoran Planinic
1313.0,Jerome Moiso
1399.0,Brian Scalabrine
750.0,Latrell Sprewell
1206.0,Brian Skinner
971.0,Kevin Garnett
957.0,Joe Smith
830.0,Sam Cassell
1287.0,Michael Redd
975.0,Fred Hoiberg
1283.0,Desmond Mason
1300.0,Mark Madsen
1116.0,Tim Thomas
1179.0,Michael Olowokandi
1025.0,Erick Strickland
950.0,Gary Trent
1203.0,Damon Jones
1477.0,Keith McLeod
816.0,Toni Kukoc
842.0,Ervin Johnson
1436.0,Dan Gadzuric
1478.0,Ndudi Ebi
1468.0,T.J. Ford
1375.0,Trenton Hassell
1437.0,Marcus Haislip
1220.0,Quincy Lewis
1305.0,Daniel Santiago
1162.0,Peja Stojakovic
237.0,LeBron James
2998.0,Vlade Divac
1155.0,Ricky Davis
1156.0,Brad Miller
1410.0,Carlos Boozer
1199.0,Mike Bibby
1107.0,Zydrunas Ilgauskas
795.0,Doug Christie
1295.0,Darius Miles
1091.0,Bobby Jackson
1427.0,J.R. Bremer
1343.0,Gerald Wallace
1367.0,DeSagana Diop
2988.0,Tony Massenburg
1279.0,Chris Mihm
1488.0,Darius Songaila
1084.0,Kevin Ollie
1225.0,Rodney Buford
1487.0,Jason Kapono
744.0,Anthony Peeler
1150.0,Jelani McCoy
1329.0,Jabari Smith
1120.0,Michael Stewart
1349.0,Carlos Arroyo
960.0,Damon Stoudamire
943.0,Greg Ostertag
948.0,Rasheed Wallace
1352.0,Andrei Kirilenko
388.0,Zach Randolph
1159.0,Matt Harpring
1202.0,Bonzi Wells
1339.0,Raja Bell
700.0,Dale Davis
1298.0,DeShawn Stevenson
1051.0,Jeff McInnis
1484.0,Sasha Pavlovic
1185.0,Ruben Patterson
1385.0,Jarron Collins
1151.0,Vladimir Stepania
1483.0,Ben Handlogten
765.0,Tracy Murray
1485.0,Raul Lopez
1108.0,Derek Anderson
1194.0,Keon Clark
1371.0,Ruben Boumtje-Boumtje
1486.0,Mo Williams
1424.0,Qyntel Woods
342.0,Nene 
993.0,Voshon Lenard
17.0,Carmelo Anthony
1016.0,Marcus Camby
1222.0,Andre Miller
1197.0,Earl Boykins
784.0,Jon Barry
1389.0,Chris Andersen
1494.0,Francisco Elson
1430.0,Nikoloz Tskitishvili
1228.0,Ryan Bowen
1363.0,Rodney White
831.0,P.J. Brown
1280.0,Stephen Jackson
1237.0,Baron Davis
1242.0,Jason Terry
843.0,George Lynch
1018.0,Shareef Abdur-Rahim
857.0,David Wesley
1244.0,Dion Glover
933.0,Darrell Armstrong
964.0,Theo Ratliff
1274.0,Jamaal Magloire
1154.0,Nazr Mohammed
758.0,Sean Rooks
1112.0,Jacque Vaughn
673.0,Stacey Augmon
1479.0,Boris Diaw
1196.0,Robert Traylor
1319.0,Lee Nailon
1481.0,David West
1106.0,Chris Crawford
675.0,Steven Smith
1480.0,Travis Hansen
1182.0,Bryce Drew
958.0,Alan Henderson
1341.0,Vladimir Radmanovic
1247.0,Elton Brand
940.0,Brent Barry
1297.0,Quentin Richardson
1438.0,Flip Murray
1235.0,Corey Maggette
1149.0,Rashard Lewis
1312.0,Eddie House
1435.0,Reggie Evans
1369.0,Bobby Simmons
1272.0,Calvin Booth
1388.0,Predrag Drobnjak
1404.0,Ansu Sesay
1422.0,Chris Wilcox
1500.0,Luke Ridnour
1296.0,Keyon Dooling
1501.0,Richie Frahm
1423.0,Marko Jaric
1022.0,Vitaly Potapenko
1499.0,Chris Kaman
1086.0,Antonio Daniels
1459.0,Melvin Ely
1163.0,Jerome James
1337.0,Wang Zhi-zhi
1184.0,Cuttino Mobley
1099.0,Kelvin Cato
1232.0,Steve Francis
793.0,Jim Jackson
1445.0,Yao Ming
1446.0,Bostjan Nachbar
1101.0,Maurice Taylor
1498.0,Torraye Braggs
1063.0,Moochie Norris
1221.0,Scott Padgett
1462.0,Mike Wilks
968.0,John Amaechi
170.0,Pau Gasol
1161.0,Jason Williams
1299.0,Mike Miller
1227.0,James Posey
1285.0,Stromile Swift
1033.0,Lorenzen Wright
1378.0,Shane Battier
896.0,Wesley Person
1342.0,Earl Watson
866.0,Bo Outlaw
1502.0,Troy Bell
1308.0,Jake Tsakalidis
1340.0,Jason Hart
1315.0,Dan Langhi
1503.0,Kirk Penney
1507.0,Keith Bogans
1176.0,Pat Garrity
1449.0,Tamar Slay
1504.0,Matt Carroll
1505.0,Kirk Hinrich
1506.0,Linton Johnson
1286.0,Joel Przybilla
1451.0,Devin Brown
1323.0,Ira Newble
1439.0,Caron Butler
620.0,Tyrone Hill
1511.0,Curtis Borchardt
1510.0,Theron Smith
1448.0,Dan Dickau
1512.0,Travis Outlaw
1125.0,Rick Brunson
835.0,Lindsey Hunter
935.0,Cherokee Parks
1353.0,Alton Ford
1210.0,Bruno Sundov
1465.0,Jamal Sampson
1513.0,Kendrick Perkins
1460.0,Sean Lampley
668.0,Robert Pack
508.0,Glen Rice
1271.0,Derrick Dial
1026.0,Darvin Ham
2932.0,Scott Williams
1514.0,Dahntay Jones
883.0,Eric Piatkowski
1267.0,Greg Buckner
827.0,Lucious Harris
3022.0,Rod Strickland
1452.0,Robert Archibald
757.0,Hubert Davis
821.0,Mitchell Butler
965.0,Antonio McDyess
2970.0,Olden Polynice
1386.0,Jamison Brewer
1320.0,Zendon Hamilton
1356.0,Damone Brown
1440.0,Rasual Butler
761.0,Oliver Miller
1373.0,Troy Murphy
1515.0,Kaniel Dickens
1113.0,Troy Hudson
1382.0,Jeff Trepagnier
1517.0,James Jones
1123.0,Lawrence Funderburke
1516.0,Brian Cook
910.0,Monty Williams
1157.0,Mikki Moore
1036.0,Ray Allen
1518.0,Brandon Hunter
1191.0,Paul Grant
1508.0,Alex Garcia
1248.0,Michael Ruffin
1509.0,Maciej Lampe
1519.0,Slavko Vranes
1456.0,Dajuan Wagner
1330.0,Mamadou N'diaye
994.0,Anthony Goldwire
1520.0,Ronald Dupree
1521.0,Ime Udoka
1264.0,Jonathan Bender
2962.0,Mark Jackson
1095.0,Mark Pope
1522.0,Matt Barnes
670.0,Rick Fox
826.0,Jamal Mashburn
1360.0,Tierre Brown
929.0,Darrick Martin
946.0,Jerry Stackhouse
1523.0,Maurice Carter
1276.0,DerMarr Johnson
1405.0,Omar Cook
1229.0,Adrian Griffin
1336.0,Eddie Gill
847.0,Chris Webber
1251.0,Wally Szczerbiak
809.0,Chris Mills
1350.0,Michael Bradley
1524.0,Desmond Penigar
1525.0,Hiram Fuller
1133.0,Rusty LaRue
1409.0,Ryan Humphrey
1463.0,Paul Shirley
1304.0,Jason Collier
1526.0,Josh Davis
2957.0,Charles Oakley
1527.0,Desmond Ferguson
1046.0,Randy Livingston
1302.0,Mateen Cleaves
1254.0,Leon Smith
2966.0,Dana Barros
1384.0,Ernest Brown
1529.0,Carlos Delfino
1528.0,Sasha Vujacic
195.0,Devin Harris
1395.0,Maurice Evans
1530.0,Kevin Martin
1532.0,DJ Mbenga
1531.0,Erik Daniels
1551.0,Beno Udrih
1541.0,Josh Smith
1542.0,Josh Childress
1544.0,Jackson Vroman
1543.0,Royal Ivey
880.0,Anthony Miller
1545.0,Yuta Tabuse
1548.0,Andris Biedrins
1547.0,Sebastian Telfair
220.0,Dwight Howard
879.0,Grant Hill
1533.0,Jameer Nelson
20.0,Trevor Ariza
1358.0,Eddie Griffin
1554.0,David Harrison
1555.0,John Edwards
1556.0,Luke Jackson
1557.0,Anderson Varejao
424.0,JR Smith
280.0,Shaun Livingston
1536.0,Nick Collison
1537.0,Robert Swift
1539.0,Lionel Chalmers
1538.0,Damien Wilkins
1540.0,Quinton Ross
224.0,Andre Iguodala
1552.0,Tony Allen
1553.0,Al Jefferson
1558.0,Nenad Krstic
1550.0,Matt Bonner
1549.0,Rafael Araujo
1246.0,Laron Profit
1546.0,Peter John Ramos
1534.0,Kirk Snyder
1535.0,Kris Humphries
1559.0,Emeka Okafor
1560.0,Bernard Robinson
1561.0,Andres Nocioni
124.0,Luol Deng
1564.0,Chris Duhon
1562.0,Ben Gordon
1563.0,Jared Reiner
1565.0,Mario Kasun
1431.0,Junior Harrington
1567.0,Geno Carlisle
1566.0,Pape Sow
1568.0,Awvee Storey
1569.0,Tim Pickett
1411.0,Smush Parker
1570.0,Matt Freije
1572.0,Justin Reed
1571.0,Andre Barrett
1574.0,Delonte West
1573.0,Donta Smith
1231.0,Aleksandar Radojevic
1575.0,Horace Jenkins
1576.0,Corsley Edwards
1577.0,Antonio Burks
1578.0,Tony Bobbitt
1579.0,Luis Flores
1580.0,Ibrahim Kutluay
1581.0,Ha Ha
1582.0,James Thomas
1098.0,John Thomas
1217.0,Obinna Ekezie
1583.0,Andre Emmett
1584.0,Brandin Knight
1585.0,Billy Thomas
1167.0,Sean Marks
1289.0,Courtney Alexander
1586.0,Viktor Khryapa
1587.0,Dorell Wright
1588.0,Maurice Baker
1589.0,Pavel Podkolzin
1256.0,Jermaine Jackson
981.0,Cory Alexander
1590.0,Jackie Butler
1591.0,Mark Jones
367.0,Chris Paul
1597.0,Francisco Garcia
1599.0,Brandon Bass
1600.0,Arvydas Macijauskas
1598.0,Ronnie Price
1408.0,Pat Burke
1596.0,Dijon Thompson
1595.0,Josh Powell
1593.0,Andrew Bogut
1354.0,Charlie Bell
1594.0,Deng Gai
481.0,Lou Williams
1592.0,Fabricio Oberto
1627.0,Charlie Villanueva
1626.0,Joey Graham
80.0,Jose Calderon
1625.0,Donell Taylor
1629.0,Luther Head
1616.0,Sarunas Jasikevicius
1617.0,Danny Granger
1618.0,Travis Diener
1361.0,Terence Morris
1606.0,Lawrence Roberts
1603.0,Earl Barron
1604.0,Wayne Simien
1607.0,Hakim Warrick
1605.0,Matt Walsh
155.0,Raymond Felton
1615.0,Sean May
482.0,Marvin Williams
1632.0,Chris Taft
1630.0,Salim Stoudamire
1633.0,Aaron Miles
1631.0,Esteban Batista
1624.0,Orien Greene
1622.0,Nate Robinson
1623.0,Ryan Gomes
164.0,Channing Frye
1611.0,James Singleton
1610.0,Daniel Ewing
1614.0,Johan Petro
1612.0,Yaroslav Korolev
1628.0,Jason Maxiell
1601.0,Deron Williams
1602.0,Robert Whaley
1128.0,Charles Smith
1621.0,Rashad McCants
1619.0,Jarrett Jack
1620.0,Martell Webster
1609.0,Linas Kleiza
1608.0,Andrew Bynum
1634.0,Devin Green
637.0,Kevin Pritchard
1613.0,Boniface Ndong
1635.0,Monta Ellis
1636.0,Kevin Burleson
1638.0,Andre Owens
1640.0,Martynas Andriuskevicius
1639.0,Eddie Basden
1637.0,Sergei Monia
1641.0,David Lee
1645.0,Shavlik Randolph
1643.0,Andray Blatche
1644.0,Melvin Sanders
1646.0,Sharrod Ford
1647.0,Alan Anderson
316.0,CJ Miles
1648.0,Julius Hodge
1649.0,Rawle Marshall
1650.0,Alex Scales
1651.0,Gerald Fitch
1642.0,Von Wafer
1653.0,Antoine Wright
1652.0,Ike Diogu
186.0,Gerald Green
1654.0,Anthony Roberson
1655.0,Stephen Graham
1656.0,John Lucas III
1657.0,Randy Holcomb
1658.0,Sean Banks
1659.0,Alex Acker
1660.0,Bracey Wright
1661.0,Chuck Hayes
241.0,Amir Johnson
1662.0,Ronny Turiaf
1663.0,Dwayne Jones
1664.0,James Lang
1665.0,Noel Felix
1666.0,Luke Schenscher
1667.0,Will Bynum
1668.0,Anthony Grundy
1669.0,Derrick Zimmerman
1672.0,Chris Quinn
1671.0,Tyrus Thomas
411.0,Thabo Sefolosha
1673.0,Robert Hite
1670.0,Jordan Farmar
1678.0,Craig Smith
1677.0,Randy Foye
225.0,Ersan Ilyasova
1680.0,Damir Markota
1681.0,David Noel
1692.0,Adam Morrison
1273.0,Maceo Baston
1693.0,Walter Herrmann
1139.0,Anthony Parker
1701.0,Marcus Williams
1699.0,Jorge Garbajosa
1702.0,Hassan Adams
1700.0,Andrea Bargnani
1703.0,Mile Ilic
450.0,PJ Tucker
1694.0,Shelden Williams
1697.0,Rodney Carney
1695.0,Solomon Jones
1696.0,Cedric Bozeman
1698.0,Ivan McFarlin
1682.0,Paul Davis
171.0,Rudy Gay
286.0,Kyle Lowry
1683.0,Renaldo Balkman
1684.0,Mardy Collins
1685.0,Alexander Johnson
1679.0,Patrick O'Bryant
400.0,Rajon Rondo
1674.0,Cedric Simmons
1675.0,Hilton Armstrong
1676.0,Leon Powe
1689.0,Brandon Roy
1690.0,Mouhamed Sene
1691.0,Mickael Gelabale
1688.0,Ronnie Brewer
1686.0,Steve Novak
318.0,Paul Millsap
1687.0,Vassilis Spanoulis
1704.0,Yakhouba Diawara
1705.0,Maurice Ager
1706.0,Pops Mensah-Bonsu
1707.0,Sergio Rodriguez
1708.0,Shannon Brown
389.0,JJ Redick
29.0,J.J. Barea
1709.0,Dee Brown
6.0,LaMarcus Aldridge
1712.0,Roger Powell
1711.0,Bobby Jones
1710.0,Andreas Glyniadakis
1713.0,Tarence Kinsey
1714.0,Allan Ray
1715.0,Quincy Douby
1716.0,Daniel Gibson
1717.0,Marcus Vinicius
1718.0,Chris McCray
1719.0,Desmon Farmer
1720.0,Steven Smith
1721.0,Lynn Greer
1722.0,Uros Slokar
1723.0,Josh Boone
1724.0,Will Blalock
1728.0,Shawne Williams
1729.0,James Augustine
1725.0,James White
1730.0,Kelenna Azubuike
1726.0,Andre Brown
1731.0,Justin Williams
1732.0,Ryan Hollins
1727.0,Renaldo Major
1733.0,Will Conroy
1734.0,Jeremy Richardson
1735.0,Lou Amundson
1736.0,Randolph Morris
1737.0,Mike Hall
1738.0,Kevinn Pinkney
1742.0,Darius Washington
294.0,Ian Mahinmi
1741.0,Taurean Green
40.0,Marco Belinelli
1739.0,Luis Scola
1740.0,Coby Karl
1745.0,Yi Jianlian
1750.0,Juan Carlos Navarro
104.0,Mike Conley
423.0,Jason Smith
489.0,Thaddeus Young
1751.0,Nick Fazekas
140.0,Kevin Durant
188.0,Jeff Green
1746.0,Nick Young
1749.0,Courtney Sims
1747.0,Dominic McGuire
1748.0,Oleksiy Pecherov
1743.0,Aaron Gray
1744.0,Sean Williams
1752.0,Darryl Watkins
1753.0,Mustafa Shakur
1754.0,Julian Wright
1757.0,Arron Afflalo
1758.0,Daequan Cook
1755.0,DJ Strawberry
1756.0,Alando Tucker
1762.0,Javaris Crittenton
138.0,Jared Dudley
1759.0,Jermareo Davidson
1764.0,Corey Brewer
1765.0,Chris Richard
219.0,Al Horford
1760.0,Acie Law
1761.0,Mario West
1763.0,Glen Davis
1767.0,Al Thornton
1766.0,Stephane Lasme
1768.0,Brandan Wright
1769.0,Jamario Moon
95.0,Wilson Chandler
179.0,Marcin Gortat
1770.0,Demetris Nichols
1771.0,Joakim Noah
1772.0,Morris Almond
1773.0,Gabe Pruitt
1774.0,Joel Anthony
1775.0,Spencer Hawes
1776.0,Brandon Wallace
1777.0,Aaron Brooks
1779.0,Kosta Perovic
1778.0,Cheikh Samb
1780.0,Thomas Gardner
1781.0,Carl Landry
1782.0,Josh McRoberts
1783.0,Kyrylo Fesenko
1784.0,Rodney Stuckey
1785.0,Marcus Williams
1786.0,Keith Langford
1788.0,C.J. Watson
1787.0,Guillermo Diaz
1789.0,Adam Haluska
1790.0,JamesOn Curry
1791.0,Ramon Sessions
1792.0,Mike Harris
1793.0,Lance Allred
1794.0,Blake Ahearn
1795.0,Kasib Powell
1796.0,JJ Hickson
1799.0,Rudy Fernandez
34.0,Jerryd Bayless
1798.0,Greg Oden
33.0,Nicolas Batum
401.0,Derrick Rose
302.0,Luc Mbah a Moute
1797.0,Joe Alexander
271.0,Courtney Lee
1803.0,Brandon Rush
1804.0,Roy Hibbert
136.0,Goran Dragic
284.0,Robin Lopez
211.0,George Hill
1807.0,Sean Singletary
283.0,Brook Lopez
306.0,JaVale McGee
13.0,Ryan Anderson
1800.0,Chris Douglas-Roberts
1801.0,Mario Chalmers
39.0,Michael Beasley
167.0,Danilo Gallinari
472.0,Russell Westbrook
1802.0,Kyle Weaver
178.0,Eric Gordon
1810.0,Mike Taylor
1815.0,Roko Ukic
1379.0,Will Solomon
1808.0,Jason Thompson
285.0,Kevin Love
1809.0,Bobby Brown
263.0,Kosta Koufos
1811.0,O.J. Mayo
169.0,Marc Gasol
1812.0,Darrell Arthur
1814.0,Joey Dorsey
1813.0,Hamed Haddadi
1805.0,DeMarcus Nelson
1806.0,Anthony Randolph
21.0,D.J. Augustin
1816.0,Alexis Ajinca
1817.0,Sonny Weems
1819.0,Donte Greene
1818.0,Marreese Speights
250.0,DeAndre Jordan
1821.0,Rob Kurz
1820.0,Walter Sharpe
1822.0,Henry Walker
1823.0,Anthony Morrow
446.0,Anthony Tolliver
1824.0,Othello Hunter
1825.0,Steven Hill
1826.0,Darnell Jackson
1828.0,Jawad Williams
1827.0,Sun Sun
1829.0,Nathan Jawai
1830.0,Cartier Martin
1831.0,Malik Hairston
1832.0,J.R. Giddens
1833.0,Trey Johnson
1834.0,Joe Crawford
1836.0,DJ White
1835.0,Dontell Jefferson
1837.0,Chris Hunter
1838.0,Rodrigue Beaubois
1842.0,Lester Hudson
1839.0,David Andersen
1840.0,Chase Budinger
113.0,Dante Cunningham
1841.0,Jermaine Taylor
125.0,DeMar DeRozan
435.0,Jeff Teague
1844.0,AJ Price
1850.0,Toney Douglas
1851.0,Jordan Hill
1852.0,Marcus Landry
84.0,DeMarre Carroll
1854.0,Hasheem Thabeet
1855.0,Sam Young
1853.0,Austin Daye
1856.0,Trey Gilder
239.0,Jonas Jerebko
1859.0,Jonny Flynn
1858.0,Terrence Williams
144.0,Wayne Ellington
150.0,Tyreke Evans
90.0,Omri Casspi
192.0,James Harden
223.0,Serge Ibaka
1847.0,Jon Brockman
1843.0,DeJuan Blair
103.0,Darren Collison
1849.0,Ty Lawson
301.0,Wesley Matthews
1848.0,Eric Maynor
115.0,Stephen Curry
1857.0,Earl Clark
1845.0,Gerald Henderson
1846.0,Derrick Brown
173.0,Taj Gibson
242.0,James Johnson
1860.0,Brandon Jennings
214.0,Jrue Holiday
1861.0,DaJuan Summers
1862.0,Taylor Griffin
311.0,Jodie Meeks
184.0,Danny Green
1864.0,Marcus Thornton
1863.0,Tyler Hansbrough
1865.0,Jeff Ayres
1866.0,Byron Mullens
319.0,Patty Mills
1867.0,Sundiata Gaines
1868.0,Cedric Jackson
436.0,Garrett Temple
1869.0,Antonio Anderson
1870.0,Reggie Williams
1871.0,Othyus Jeffers
1872.0,Alonzo Gee
1874.0,Kenny Hasbrouck
1873.0,Oliver Lafayette
1880.0,Semih Erden
1875.0,Derrick Caracter
422.0,Ish Smith
1876.0,Devin Ebanks
1878.0,Armon Johnson
1879.0,Luke Babbitt
1877.0,Garret Siler
1899.0,Manny Harris
1893.0,Xavier Henry
1892.0,Jordan Crawford
1896.0,Cole Aldrich
1895.0,Omer Asik
1897.0,James Anderson
172.0,Paul George
1898.0,Gary Neal
204.0,Gordon Hayward
1891.0,Gary Forbes
1890.0,Jeremy Evans
153.0,Derrick Favors
1884.0,Damion James
325.0,Greg Monroe
1885.0,Landry Fields
332.0,Timofey Mozgov
1886.0,Andy Rautins
1894.0,Larry Sanders
1889.0,Jeff Adrien
451.0,Evan Turner
107.0,DeMarcus Cousins
245.0,Wesley Johnson
1882.0,Nikola Pekovic
1881.0,Pooh Jeter
474.0,Hassan Whiteside
1883.0,Lazar Hayward
1888.0,Dominique Jones
1887.0,Sherron Collins
189.0,Blake Griffin
51.0,Eric Bledsoe
10.0,Al-Farouq Aminu
467.0,John Wall
1900.0,Trevor Booker
1901.0,Hamady Ndiaye
1903.0,Luke Harangody
279.0,Jeremy Lin
1902.0,Samardo Samuels
1904.0,Kevin Seraphin
1905.0,Greivis Vasquez
1906.0,Tiago Splitter
1907.0,Willie Warren
1908.0,Elliot Williams
374.0,Quincy Pondexter
1910.0,Craig Brackins
1909.0,Solomon Alabi
1911.0,Ben Uzoh
118.0,Ed Davis
1912.0,Gani Lawal
59.0,Avery Bradley
453.0,Ekpe Udoh
365.0,Patrick Patterson
1913.0,Christian Eyenga
431.0,Lance Stephenson
1914.0,Zabian Dowdell
1915.0,Larry Owens
1916.0,Chris Johnson
1917.0,Pape Sy
1918.0,Marcus Cousin
1919.0,Jerel McNeal
1920.0,Patrick Ewing
1921.0,Dexter Pittman
1922.0,Marqus Blakely
1933.0,Norris Cole
1934.0,Terrel Harris
1923.0,Justin Harper
415.0,Iman Shumpert
1926.0,Josh Harrellson
326.0,E'Twaun Moore
1927.0,Jerome Jordan
1924.0,JaJuan Johnson
1932.0,Andrew Goudelock
79.0,Jimmy Butler
443.0,Klay Thompson
1930.0,Charles Jenkins
1928.0,Travis Leslie
258.0,Brandon Knight
1940.0,Vernon Macklin
228.0,Kyrie Irving
444.0,Tristan Thompson
404.0,Ricky Rubio
1941.0,Derrick Williams
1942.0,Malcolm Lee
1943.0,Nolan Smith
1947.0,Chris Singleton
291.0,Shelvin Mack
67.0,MarShon Brooks
274.0,Kawhi Leonard
1936.0,Jeremy Pargo
251.0,Cory Joseph
465.0,Kemba Walker
276.0,Jon Leuer
48.0,Bismack Biyombo
1945.0,Cory Higgins
1938.0,Jimmer Fredette
440.0,Isaiah Thomas
328.0,Marcus Morris
329.0,Markieff Morris
1948.0,Carldell Johnson
1949.0,Ivan Johnson
1935.0,Mickell Gladness
253.0,Enes Kanter
77.0,Alec Burks
1937.0,Josh Selby
1931.0,Jeremy Tyler
460.0,Nikola Vucevic
1929.0,Trey Thompkins
1925.0,Greg Stiemsma
442.0,Lance Thomas
152.0,Kenneth Faried
364.0,Chandler Parsons
1951.0,Daniel Orton
1950.0,Chris Wright
1939.0,Tyler Honeycutt
1952.0,Gustavo Ayon
1953.0,Jordan Hamilton
1946.0,Dennis Horner
1956.0,Jordan Williams
236.0,Reggie Jackson
1957.0,Darius Morris
1958.0,Mychel Thompson
1959.0,Lavoy Allen
1944.0,Darington Hobson
1960.0,Donald Sloan
200.0,Tobias Harris
1954.0,Jan Vesely
1961.0,Malcolm Thomas
1955.0,Julyan Stone
1962.0,Courtney Fortson
1966.0,DeAndre Liggins
1967.0,Walker Russell
1963.0,Ryan Reid
1964.0,Greg Smith
1965.0,Eric Dawson
1968.0,Jeff Foote
1969.0,Jerry Smith
1970.0,Edwin Ubiles
1971.0,Justin Dentmon
1972.0,Keith Benson
1973.0,Jerome Dyson
1974.0,D.J. Kennedy
1976.0,Xavier Silas
1975.0,Derrick Byars
1977.0,Diamon Simpson
1978.0,Jared Sullinger
1979.0,Kris Joseph
463.0,Dion Waiters
37.0,Bradley Beal
1983.0,Tyler Zeller
112.0,Jae Crowder
1980.0,Jared Cunningham
1981.0,Bernard James
1991.0,Kyle Singler
1990.0,Kim English
137.0,Andre Drummond
1987.0,Terrence Jones
315.0,Khris Middleton
1988.0,Donatas Motiejunas
117.0,Anthony Davis
