id,date,season,status,home_team_score,visitor_team_score,home_team_name,home_team_id,visitor_team_name,visitor_team_id
19775,2007-02-23,2006,Final,98,97,New Orleans Pelicans,19,Oklahoma City Thunder,21
20068,2007-02-23,2006,Final,105,99,Atlanta Hawks,1,Houston Rockets,11
19113,2007-02-23,2006,Final,95,93,New York Knicks,20,Milwaukee Bucks,17
20326,2007-02-23,2006,Final,104,114,Denver Nuggets,8,Utah Jazz,29
19774,2007-02-23,2006,Final,102,87,Charlotte Hornets,4,Philadelphia 76ers,23
20325,2007-02-23,2006,Final,109,96,Brooklyn Nets,3,Sacramento Kings,26
20324,2007-02-23,2006,Final,89,94,Orlando Magic,22,Detroit Pistons,9
19196,2007-02-23,2006,Final,110,88,Toronto Raptors,28,Indiana Pacers,12
19197,2007-02-23,2006,Final,105,90,Chicago Bulls,5,Washington Wizards,30
19198,2007-02-23,2006,Final,122,96,Los Angeles Lakers,14,Boston Celtics,2
20208,2007-02-23,2006,Final,104,116,Minnesota Timberwolves,18,Phoenix Suns,24
19114,2007-02-23,2006,Final,102,103,Portland Trail Blazers,25,Memphis Grizzlies,15
19776,2007-02-24,2006,Final,102,71,San Antonio Spurs,27,Oklahoma City Thunder,21
20328,2007-02-24,2006,Final,115,95,Dallas Mavericks,7,Denver Nuggets,8
19200,2007-02-24,2006,Final,105,87,Utah Jazz,29,Boston Celtics,2
20327,2007-02-24,2006,Final,76,93,Charlotte Hornets,4,Toronto Raptors,28
19199,2007-02-24,2006,Final,103,90,LA Clippers,13,Golden State Warriors,10
19777,2007-02-24,2006,Final,109,90,Milwaukee Bucks,17,Philadelphia 76ers,23
20329,2007-02-25,2006,Final,95,93,Detroit Pistons,9,Chicago Bulls,5
20330,2007-02-25,2006,Final,98,94,Minnesota Timberwolves,18,Washington Wizards,30
19202,2007-02-25,2006,Final,101,92,Brooklyn Nets,3,New York Knicks,20
19779,2007-02-25,2006,Final,106,115,Atlanta Hawks,1,Phoenix Suns,24
19201,2007-02-25,2006,Final,86,81,Miami Heat,16,Cleveland Cavaliers,6
19778,2007-02-25,2006,Final,93,97,Orlando Magic,22,Houston Rockets,11
19115,2007-02-25,2006,Final,85,102,Golden State Warriors,10,Los Angeles Lakers,14
20209,2007-02-25,2006,Final,93,110,Indiana Pacers,12,Sacramento Kings,26
20069,2007-02-26,2006,Final,100,93,LA Clippers,13,Charlotte Hornets,4
19203,2007-02-26,2006,Final,107,111,Memphis Grizzlies,15,Denver Nuggets,8
19204,2007-02-26,2006,Final,97,73,Oklahoma City Thunder,21,Portland Trail Blazers,25
19780,2007-02-26,2006,Final,87,94,Chicago Bulls,5,Orlando Magic,22
19781,2007-02-26,2006,Final,72,77,Houston Rockets,11,Boston Celtics,2
20331,2007-02-26,2006,Final,107,91,San Antonio Spurs,27,Toronto Raptors,28
20210,2007-02-26,2006,Final,94,102,Utah Jazz,29,Los Angeles Lakers,14
20332,2007-02-26,2006,Final,110,87,Dallas Mavericks,7,Atlanta Hawks,1
19116,2007-02-26,2006,Final,89,82,Philadelphia 76ers,23,Sacramento Kings,26
19117,2007-02-26,2006,Final,99,93,New York Knicks,20,Miami Heat,16
20070,2007-02-27,2006,Final,97,89,Cleveland Cavaliers,6,New Orleans Pelicans,19
20211,2007-02-27,2006,Final,113,101,Brooklyn Nets,3,Washington Wizards,30
19782,2007-02-27,2006,Final,65,91,Minnesota Timberwolves,18,Dallas Mavericks,7
19205,2007-02-27,2006,Final,92,103,Indiana Pacers,12,Phoenix Suns,24
20333,2007-02-27,2006,Final,122,101,Milwaukee Bucks,17,Golden State Warriors,10
19784,2007-02-28,2006,Final,135,120,Sacramento Kings,26,Charlotte Hornets,4
19118,2007-02-28,2006,Final,90,106,Houston Rockets,11,Toronto Raptors,28
19119,2007-02-28,2006,Final,96,91,LA Clippers,13,Oklahoma City Thunder,21
19206,2007-02-28,2006,Final,99,94,Philadelphia 76ers,23,Phoenix Suns,24
19207,2007-02-28,2006,Final,111,101,Denver Nuggets,8,Orlando Magic,22
20212,2007-02-28,2006,Final,107,100,New Orleans Pelicans,19,Atlanta Hawks,1
20071,2007-02-28,2006,Final,88,104,Memphis Grizzlies,15,Utah Jazz,29
19783,2007-02-28,2006,Final,83,92,Washington Wizards,30,Miami Heat,16
20334,2007-02-28,2006,Final,102,94,Boston Celtics,2,New York Knicks,20
20335,2007-02-28,2006,Final,113,83,Chicago Bulls,5,Golden State Warriors,10
19121,2007-03-01,2006,Final,77,75,Oklahoma City Thunder,21,LA Clippers,13
19208,2007-03-01,2006,Final,95,92,Dallas Mavericks,7,Cleveland Cavaliers,6
19120,2007-03-01,2006,Final,127,90,Portland Trail Blazers,25,Charlotte Hornets,4
19785,2007-03-02,2006,Final,106,97,New York Knicks,20,Golden State Warriors,10
20337,2007-03-02,2006,Final,115,90,Phoenix Suns,24,Indiana Pacers,12
19209,2007-03-02,2006,Final,98,74,San Antonio Spurs,27,Orlando Magic,22
20213,2007-03-02,2006,Final,104,93,Chicago Bulls,5,New Orleans Pelicans,19
19124,2007-03-02,2006,Final,108,116,Los Angeles Lakers,14,Sacramento Kings,26
19123,2007-03-02,2006,Final,81,94,Toronto Raptors,28,Milwaukee Bucks,17
19122,2007-03-02,2006,Final,117,112,Philadelphia 76ers,23,Memphis Grizzlies,15
20336,2007-03-02,2006,Final,83,109,Minnesota Timberwolves,18,Utah Jazz,29
20072,2007-03-02,2006,Final,85,82,Miami Heat,16,Detroit Pistons,9
19786,2007-03-02,2006,Final,97,108,Denver Nuggets,8,Houston Rockets,11
19210,2007-03-02,2006,Final,93,92,Washington Wizards,30,Atlanta Hawks,1
19211,2007-03-03,2006,Final,88,96,Brooklyn Nets,3,Boston Celtics,2
20339,2007-03-03,2006,Final,96,104,Portland Trail Blazers,25,Sacramento Kings,26
19787,2007-03-03,2006,Final,74,97,Houston Rockets,11,San Antonio Spurs,27
19212,2007-03-03,2006,Final,103,98,Dallas Mavericks,7,Orlando Magic,22
20073,2007-03-03,2006,Final,87,64,LA Clippers,13,Indiana Pacers,12
20214,2007-03-03,2006,Final,120,97,Cleveland Cavaliers,6,Toronto Raptors,28
19125,2007-03-03,2006,Final,100,104,Atlanta Hawks,1,New York Knicks,20
20338,2007-03-03,2006,Final,89,92,Memphis Grizzlies,15,Detroit Pistons,9
20341,2007-03-04,2006,Final,94,108,New Orleans Pelicans,19,Utah Jazz,29
19126,2007-03-04,2006,Final,96,89,Oklahoma City Thunder,21,Charlotte Hornets,4
19213,2007-03-04,2006,Final,121,126,Milwaukee Bucks,17,Chicago Bulls,5
20340,2007-03-04,2006,Final,124,117,Boston Celtics,2,Minnesota Timberwolves,18
19788,2007-03-04,2006,Final,99,86,Philadelphia 76ers,23,Brooklyn Nets,3
20074,2007-03-04,2006,Final,99,94,Phoenix Suns,24,Los Angeles Lakers,14
20215,2007-03-04,2006,Final,107,106,Washington Wizards,30,Golden State Warriors,10
20075,2007-03-05,2006,Final,120,95,Utah Jazz,29,Charlotte Hornets,4
20342,2007-03-05,2006,Final,88,81,Miami Heat,16,Atlanta Hawks,1
19789,2007-03-05,2006,Final,99,81,Orlando Magic,22,Milwaukee Bucks,17
19127,2007-03-05,2006,Final,91,85,Cleveland Cavaliers,6,Houston Rockets,11
20216,2007-03-05,2006,Final,93,111,Detroit Pistons,9,Golden State Warriors,10
19214,2007-03-05,2006,Final,74,88,LA Clippers,13,San Antonio Spurs,27
20344,2007-03-06,2006,Final,94,99,Portland Trail Blazers,25,San Antonio Spurs,27
19128,2007-03-06,2006,Final,129,109,Washington Wizards,30,Toronto Raptors,28
20344,2007-03-06,2006,Final,94,99,Portland Trail Blazers,25,San Antonio Spurs,27
20343,2007-03-06,2006,Final,102,89,Dallas Mavericks,7,Brooklyn Nets,3
20217,2007-03-06,2006,Final,117,107,Minnesota Timberwolves,18,Los Angeles Lakers,14
20076,2007-03-06,2006,Final,106,91,Denver Nuggets,8,New Orleans Pelicans,19
19790,2007-03-06,2006,Final,102,98,Sacramento Kings,26,Indiana Pacers,12
19218,2007-03-07,2006,Final,115,106,Phoenix Suns,24,Charlotte Hornets,4
19216,2007-03-07,2006,Final,94,87,Toronto Raptors,28,Memphis Grizzlies,15
20077,2007-03-07,2006,Final,80,111,Boston Celtics,2,Houston Rockets,11
19792,2007-03-07,2006,Final,110,96,Golden State Warriors,10,Denver Nuggets,8
20218,2007-03-07,2006,Final,97,101,Detroit Pistons,9,Cleveland Cavaliers,6
19791,2007-03-07,2006,Final,92,89,Philadelphia 76ers,23,Oklahoma City Thunder,21
19217,2007-03-07,2006,Final,94,72,Utah Jazz,29,Indiana Pacers,12
20346,2007-03-07,2006,Final,100,97,Atlanta Hawks,1,Washington Wizards,30
19129,2007-03-07,2006,Final,110,90,Milwaukee Bucks,17,Los Angeles Lakers,14
20345,2007-03-07,2006,Final,103,70,Miami Heat,16,Chicago Bulls,5
20219,2007-03-08,2006,Final,93,100,Sacramento Kings,26,San Antonio Spurs,27
20078,2007-03-08,2006,Final,76,100,Orlando Magic,22,Chicago Bulls,5
20347,2007-03-09,2006,Final,99,89,Golden State Warriors,10,LA Clippers,13
19219,2007-03-09,2006,Final,105,91,Miami Heat,16,Minnesota Timberwolves,18
19220,2007-03-09,2006,Final,112,91,Houston Rockets,11,Brooklyn Nets,3
20221,2007-03-09,2006,Final,104,103,Phoenix Suns,24,New Orleans Pelicans,19
20220,2007-03-09,2006,Final,118,103,Boston Celtics,2,Oklahoma City Thunder,21
20079,2007-03-09,2006,Final,108,92,Philadelphia 76ers,23,Los Angeles Lakers,14
19130,2007-03-09,2006,Final,82,95,Denver Nuggets,8,Detroit Pistons,9
19793,2007-03-09,2006,Final,106,105,Atlanta Hawks,1,Memphis Grizzlies,15
20348,2007-03-10,2006,Final,96,100,Indiana Pacers,12,Philadelphia 76ers,23
19794,2007-03-10,2006,Final,96,86,Utah Jazz,29,New Orleans Pelicans,19
19221,2007-03-10,2006,Final,107,115,Charlotte Hornets,4,Memphis Grizzlies,15
19222,2007-03-10,2006,Final,92,94,Milwaukee Bucks,17,Cleveland Cavaliers,6
19131,2007-03-10,2006,Final,99,93,Atlanta Hawks,1,Minnesota Timberwolves,18
20222,2007-03-10,2006,Final,89,90,Washington Wizards,30,New York Knicks,20
20349,2007-03-10,2006,Final,93,77,San Antonio Spurs,27,Brooklyn Nets,3
19132,2007-03-11,2006,Final,120,119,Toronto Raptors,28,Oklahoma City Thunder,21
20350,2007-03-11,2006,Final,106,104,Miami Heat,16,Washington Wizards,30
20351,2007-03-11,2006,Final,99,88,Cleveland Cavaliers,6,Indiana Pacers,12
19223,2007-03-11,2006,Final,80,98,LA Clippers,13,Detroit Pistons,9
19224,2007-03-11,2006,Final,78,94,Boston Celtics,2,Chicago Bulls,5
19133,2007-03-11,2006,Final,103,92,Houston Rockets,11,Orlando Magic,22
19134,2007-03-11,2006,Final,106,87,Portland Trail Blazers,25,Golden State Warriors,10
19795,2007-03-11,2006,Final,101,113,Sacramento Kings,26,Denver Nuggets,8
20080,2007-03-11,2006,Final,72,108,Los Angeles Lakers,14,Dallas Mavericks,7
19797,2007-03-12,2006,Final,103,82,Phoenix Suns,24,Houston Rockets,11
20352,2007-03-12,2006,Final,93,108,Milwaukee Bucks,17,Toronto Raptors,28
19226,2007-03-12,2006,Final,117,100,Golden State Warriors,10,Dallas Mavericks,7
19225,2007-03-12,2006,Final,119,108,Charlotte Hornets,4,Orlando Magic,22
19796,2007-03-12,2006,Final,102,113,Memphis Grizzlies,15,Brooklyn Nets,3
19228,2007-03-13,2006,Final,86,81,Minnesota Timberwolves,18,Indiana Pacers,12
19799,2007-03-13,2006,Final,108,112,New Orleans Pelicans,19,Brooklyn Nets,3
20082,2007-03-13,2006,Final,107,99,Denver Nuggets,8,Portland Trail Blazers,25
19227,2007-03-13,2006,Final,93,84,San Antonio Spurs,27,LA Clippers,13
20354,2007-03-13,2006,Final,97,101,Oklahoma City Thunder,21,Detroit Pistons,9
20353,2007-03-13,2006,Final,88,86,Miami Heat,16,Utah Jazz,29
19798,2007-03-13,2006,Final,104,92,Atlanta Hawks,1,Philadelphia 76ers,23
20081,2007-03-13,2006,Final,124,100,Cleveland Cavaliers,6,Sacramento Kings,26
19229,2007-03-13,2006,Final,95,87,Chicago Bulls,5,Boston Celtics,2
19231,2007-03-14,2006,Final,96,118,Memphis Grizzlies,15,Cleveland Cavaliers,6
20083,2007-03-14,2006,Final,101,90,Orlando Magic,22,Utah Jazz,29
19232,2007-03-14,2006,Final,109,105,Houston Rockets,11,LA Clippers,13
19230,2007-03-14,2006,Final,87,88,Philadelphia 76ers,23,Chicago Bulls,5
19233,2007-03-14,2006,Final,75,87,Portland Trail Blazers,25,Detroit Pistons,9
20356,2007-03-14,2006,Final,96,112,Indiana Pacers,12,Washington Wizards,30
20355,2007-03-14,2006,Final,111,108,Charlotte Hornets,4,Sacramento Kings,26
19801,2007-03-14,2006,Final,127,129,Dallas Mavericks,7,Phoenix Suns,24
19800,2007-03-14,2006,Final,104,94,Toronto Raptors,28,New York Knicks,20
20084,2007-03-14,2006,Final,109,88,Boston Celtics,2,Atlanta Hawks,1
19802,2007-03-15,2006,Final,86,93,Brooklyn Nets,3,Miami Heat,16
20357,2007-03-15,2006,Final,101,90,Milwaukee Bucks,17,San Antonio Spurs,27
19234,2007-03-15,2006,Final,113,86,Denver Nuggets,8,Los Angeles Lakers,14
20086,2007-03-16,2006,Final,106,101,Dallas Mavericks,7,Boston Celtics,2
20358,2007-03-16,2006,Final,100,114,Toronto Raptors,28,Houston Rockets,11
19237,2007-03-16,2006,Final,106,86,Golden State Warriors,10,Minnesota Timberwolves,18
19236,2007-03-16,2006,Final,103,97,Miami Heat,16,Sacramento Kings,26
19803,2007-03-16,2006,Final,93,102,Charlotte Hornets,4,LA Clippers,13
19804,2007-03-16,2006,Final,83,105,Phoenix Suns,24,Detroit Pistons,9
19805,2007-03-16,2006,Final,116,111,Los Angeles Lakers,14,Portland Trail Blazers,25
19235,2007-03-16,2006,Final,89,88,Philadelphia 76ers,23,Utah Jazz,29
20085,2007-03-16,2006,Final,90,92,New York Knicks,20,New Orleans Pelicans,19
19238,2007-03-17,2006,Final,125,103,Washington Wizards,30,New Orleans Pelicans,19
19240,2007-03-17,2006,Final,113,90,Indiana Pacers,12,Atlanta Hawks,1
19241,2007-03-17,2006,Final,131,107,Denver Nuggets,8,Phoenix Suns,24
19242,2007-03-17,2006,Final,98,99,Oklahoma City Thunder,21,Golden State Warriors,10
19808,2007-03-17,2006,Final,85,91,San Antonio Spurs,27,Boston Celtics,2
19806,2007-03-17,2006,Final,82,73,Cleveland Cavaliers,6,Utah Jazz,29
19809,2007-03-17,2006,Final,97,91,Milwaukee Bucks,17,Charlotte Hornets,4
19807,2007-03-17,2006,Final,104,103,Memphis Grizzlies,15,Chicago Bulls,5
19239,2007-03-17,2006,Final,83,95,Orlando Magic,22,Sacramento Kings,26
19244,2007-03-18,2006,Final,92,74,New York Knicks,20,Toronto Raptors,28
19810,2007-03-18,2006,Final,101,95,Brooklyn Nets,3,LA Clippers,13
19811,2007-03-18,2006,Final,74,124,Philadelphia 76ers,23,Houston Rockets,11
19812,2007-03-18,2006,Final,83,97,Miami Heat,16,Orlando Magic,22
19813,2007-03-18,2006,Final,109,102,Los Angeles Lakers,14,Minnesota Timberwolves,18
19243,2007-03-18,2006,Final,88,92,Detroit Pistons,9,Dallas Mavericks,7
19245,2007-03-18,2006,Final,77,95,Portland Trail Blazers,25,Oklahoma City Thunder,21
19814,2007-03-19,2006,Final,106,88,New Orleans Pelicans,19,Boston Celtics,2
19246,2007-03-19,2006,Final,99,76,Atlanta Hawks,1,Sacramento Kings,26
19250,2007-03-20,2006,Final,96,75,Detroit Pistons,9,Philadelphia 76ers,23
19251,2007-03-20,2006,Final,103,114,Memphis Grizzlies,15,New Orleans Pelicans,19
19255,2007-03-20,2006,Final,86,76,Houston Rockets,11,Indiana Pacers,12
19254,2007-03-20,2006,Final,108,90,Phoenix Suns,24,Minnesota Timberwolves,18
19253,2007-03-20,2006,Final,89,103,Chicago Bulls,5,LA Clippers,13
19252,2007-03-20,2006,Final,104,100,Utah Jazz,29,Golden State Warriors,10
19250,2007-03-20,2006,Final,96,75,Detroit Pistons,9,Philadelphia 76ers,23
19247,2007-03-20,2006,Final,90,94,Brooklyn Nets,3,Denver Nuggets,8
19251,2007-03-20,2006,Final,103,114,Memphis Grizzlies,15,New Orleans Pelicans,19
19248,2007-03-20,2006,Final,108,100,Charlotte Hornets,4,Cleveland Cavaliers,6
19254,2007-03-20,2006,Final,108,90,Phoenix Suns,24,Minnesota Timberwolves,18
19255,2007-03-20,2006,Final,86,76,Houston Rockets,11,Indiana Pacers,12
19256,2007-03-20,2006,Final,100,98,Portland Trail Blazers,25,Washington Wizards,30
19257,2007-03-21,2006,Final,83,91,Atlanta Hawks,1,Miami Heat,16
19258,2007-03-21,2006,Final,92,85,Toronto Raptors,28,Orlando Magic,22
19259,2007-03-21,2006,Final,84,92,Boston Celtics,2,Charlotte Hornets,4
19260,2007-03-21,2006,Final,90,98,Cleveland Cavaliers,6,Dallas Mavericks,7
19261,2007-03-21,2006,Final,103,104,Milwaukee Bucks,17,LA Clippers,13
19262,2007-03-21,2006,Final,90,72,San Antonio Spurs,27,Indiana Pacers,12
19263,2007-03-21,2006,Final,89,95,Sacramento Kings,26,Minnesota Timberwolves,18
19264,2007-03-21,2006,Final,106,108,Oklahoma City Thunder,21,Washington Wizards,30
19265,2007-03-22,2006,Final,86,92,New York Knicks,20,Portland Trail Blazers,25
19266,2007-03-22,2006,Final,119,121,Memphis Grizzlies,15,Los Angeles Lakers,14
19267,2007-03-22,2006,Final,109,108,Chicago Bulls,5,Denver Nuggets,8
19268,2007-03-22,2006,Final,91,85,Houston Rockets,11,Detroit Pistons,9
19269,2007-03-22,2006,Final,118,100,Phoenix Suns,24,Sacramento Kings,26
21098,2007-03-23,2006,Final,95,70,Indiana Pacers,12,Miami Heat,16
21369,2007-03-23,2006,Final,100,102,Atlanta Hawks,1,Portland Trail Blazers,25
19270,2007-03-23,2006,Final,106,97,Philadelphia 76ers,23,Charlotte Hornets,4
21072,2007-03-23,2006,Final,121,94,Toronto Raptors,28,Denver Nuggets,8
21073,2007-03-23,2006,Final,85,82,Oklahoma City Thunder,21,Minnesota Timberwolves,18
22049,2007-03-23,2006,Final,135,128,Golden State Warriors,10,Washington Wizards,30
21233,2007-03-23,2006,Final,95,109,Boston Celtics,2,Dallas Mavericks,7
21913,2007-03-23,2006,Final,104,72,LA Clippers,13,Utah Jazz,29
23952,2007-03-23,2006,Final,90,82,Orlando Magic,22,Brooklyn Nets,3
21641,2007-03-23,2006,Final,105,111,New Orleans Pelicans,19,Los Angeles Lakers,14
21505,2007-03-23,2006,Final,90,68,Cleveland Cavaliers,6,New York Knicks,20
21777,2007-03-23,2006,Final,90,89,San Antonio Spurs,27,Detroit Pistons,9
21506,2007-03-24,2006,Final,111,105,LA Clippers,13,Washington Wizards,30
22050,2007-03-24,2006,Final,85,93,Miami Heat,16,Philadelphia 76ers,23
21914,2007-03-24,2006,Final,118,108,Utah Jazz,29,Memphis Grizzlies,15
21074,2007-03-24,2006,Final,107,113,Charlotte Hornets,4,Brooklyn Nets,3
21234,2007-03-25,2006,Final,93,105,Cleveland Cavaliers,6,Denver Nuggets,8
21507,2007-03-25,2006,Final,90,92,Indiana Pacers,12,Chicago Bulls,5
21915,2007-03-25,2006,Final,97,104,Atlanta Hawks,1,Dallas Mavericks,7
22051,2007-03-25,2006,Final,95,121,Milwaukee Bucks,17,Detroit Pistons,9
21370,2007-03-25,2006,Final,106,94,New Orleans Pelicans,19,Houston Rockets,11
21075,2007-03-25,2006,Final,94,93,Minnesota Timberwolves,18,Portland Trail Blazers,25
23953,2007-03-25,2006,Final,79,120,Oklahoma City Thunder,21,San Antonio Spurs,27
21099,2007-03-25,2006,Final,107,100,Sacramento Kings,26,Phoenix Suns,24
21642,2007-03-25,2006,Final,115,113,Los Angeles Lakers,14,Golden State Warriors,10
21508,2007-03-26,2006,Final,95,87,Boston Celtics,2,Toronto Raptors,28
22052,2007-03-26,2006,Final,89,94,New York Knicks,20,Orlando Magic,22
21076,2007-03-26,2006,Final,106,87,Houston Rockets,11,Milwaukee Bucks,17
21643,2007-03-26,2006,Final,106,89,Miami Heat,16,Atlanta Hawks,1
21916,2007-03-26,2006,Final,89,126,Golden State Warriors,10,San Antonio Spurs,27
21100,2007-03-26,2006,Final,103,97,Utah Jazz,29,Washington Wizards,30
23954,2007-03-26,2006,Final,105,87,Phoenix Suns,24,Memphis Grizzlies,15
21371,2007-03-26,2006,Final,113,109,Detroit Pistons,9,Denver Nuggets,8
21235,2007-03-26,2006,Final,100,89,Chicago Bulls,5,Portland Trail Blazers,25
21101,2007-03-27,2006,Final,89,105,New Orleans Pelicans,19,Dallas Mavericks,7
21372,2007-03-27,2006,Final,94,105,Indiana Pacers,12,Cleveland Cavaliers,6
23955,2007-03-27,2006,Final,106,114,Minnesota Timberwolves,18,Oklahoma City Thunder,21
21644,2007-03-27,2006,Final,86,88,Los Angeles Lakers,14,Memphis Grizzlies,15
21645,2007-03-28,2006,Final,111,108,Washington Wizards,30,Philadelphia 76ers,23
21917,2007-03-28,2006,Final,105,103,Dallas Mavericks,7,Milwaukee Bucks,17
23956,2007-03-28,2006,Final,96,83,Toronto Raptors,28,Miami Heat,16
22053,2007-03-28,2006,Final,92,88,San Antonio Spurs,27,New Orleans Pelicans,19
21077,2007-03-28,2006,Final,118,94,Brooklyn Nets,3,Indiana Pacers,12
21102,2007-03-28,2006,Final,101,87,Charlotte Hornets,4,Atlanta Hawks,1
21509,2007-03-28,2006,Final,108,102,Utah Jazz,29,Minnesota Timberwolves,18
23957,2007-03-28,2006,Final,87,92,LA Clippers,13,Houston Rockets,11
21373,2007-03-28,2006,Final,105,96,Boston Celtics,2,Orlando Magic,22
21236,2007-03-28,2006,Final,97,100,Denver Nuggets,8,Oklahoma City Thunder,21
21778,2007-03-28,2006,Final,97,93,New York Knicks,20,Cleveland Cavaliers,6
21374,2007-03-29,2006,Final,92,96,Portland Trail Blazers,25,Memphis Grizzlies,15
21510,2007-03-29,2006,Final,124,119,Golden State Warriors,10,Phoenix Suns,24
23958,2007-03-29,2006,Final,83,81,Chicago Bulls,5,Detroit Pistons,9
21511,2007-03-30,2006,Final,88,82,Philadelphia 76ers,23,Boston Celtics,2
21779,2007-03-30,2006,Final,110,105,Detroit Pistons,9,Brooklyn Nets,3
21078,2007-03-30,2006,Final,125,108,Phoenix Suns,24,Denver Nuggets,8
23959,2007-03-30,2006,Final,97,81,Charlotte Hornets,4,Milwaukee Bucks,17
21103,2007-03-30,2006,Final,102,93,San Antonio Spurs,27,Utah Jazz,29
21104,2007-03-30,2006,Final,120,93,Oklahoma City Thunder,21,Memphis Grizzlies,15
21237,2007-03-30,2006,Final,95,87,Orlando Magic,22,Indiana Pacers,12
22054,2007-03-30,2006,Final,77,92,Minnesota Timberwolves,18,Miami Heat,16
21375,2007-03-30,2006,Final,118,123,Washington Wizards,30,Toronto Raptors,28
21376,2007-03-30,2006,Final,101,105,Sacramento Kings,26,LA Clippers,13
21918,2007-03-30,2006,Final,105,103,Dallas Mavericks,7,New York Knicks,20
21646,2007-03-30,2006,Final,104,107,Los Angeles Lakers,14,Houston Rockets,11
22055,2007-03-31,2006,Final,86,99,Portland Trail Blazers,25,LA Clippers,13
21647,2007-03-31,2006,Final,103,94,New Orleans Pelicans,19,New York Knicks,20
21105,2007-03-31,2006,Final,108,112,Chicago Bulls,5,Cleveland Cavaliers,6
21377,2007-03-31,2006,Final,86,82,Brooklyn Nets,3,Philadelphia 76ers,23
21648,2007-04-01,2006,Final,122,117,Golden State Warriors,10,Memphis Grizzlies,15
21079,2007-04-01,2006,Final,104,105,Orlando Magic,22,Minnesota Timberwolves,18
22057,2007-04-01,2006,Final,103,114,Oklahoma City Thunder,21,Denver Nuggets,8
21512,2007-04-01,2006,Final,126,104,Phoenix Suns,24,Dallas Mavericks,7
21780,2007-04-01,2006,Final,100,99,Indiana Pacers,12,San Antonio Spurs,27
21378,2007-04-01,2006,Final,97,105,Atlanta Hawks,1,Chicago Bulls,5
22056,2007-04-01,2006,Final,94,88,Detroit Pistons,9,Miami Heat,16
21238,2007-04-01,2006,Final,98,96,Boston Celtics,2,Cleveland Cavaliers,6
23960,2007-04-01,2006,Final,107,94,Toronto Raptors,28,Charlotte Hornets,4
21919,2007-04-01,2006,Final,83,86,Houston Rockets,11,Utah Jazz,29
21106,2007-04-01,2006,Final,107,121,Milwaukee Bucks,17,Washington Wizards,30
21079,2007-04-01,2006,Final,104,105,Orlando Magic,22,Minnesota Timberwolves,18
21648,2007-04-01,2006,Final,122,117,Golden State Warriors,10,Memphis Grizzlies,15
21512,2007-04-01,2006,Final,126,104,Phoenix Suns,24,Dallas Mavericks,7
23960,2007-04-01,2006,Final,107,94,Toronto Raptors,28,Charlotte Hornets,4
21780,2007-04-01,2006,Final,100,99,Indiana Pacers,12,San Antonio Spurs,27
21238,2007-04-01,2006,Final,98,96,Boston Celtics,2,Cleveland Cavaliers,6
21239,2007-04-03,2006,Final,111,116,Memphis Grizzlies,15,Phoenix Suns,24
21080,2007-04-03,2006,Final,93,97,Sacramento Kings,26,Dallas Mavericks,7
21379,2007-04-03,2006,Final,101,119,Milwaukee Bucks,17,New Orleans Pelicans,19
23961,2007-04-03,2006,Final,88,101,Minnesota Timberwolves,18,Cleveland Cavaliers,6
22058,2007-04-03,2006,Final,122,102,Charlotte Hornets,4,Washington Wizards,30
21920,2007-04-03,2006,Final,92,89,Miami Heat,16,Toronto Raptors,28
21107,2007-04-03,2006,Final,105,111,Los Angeles Lakers,14,Denver Nuggets,8
21782,2007-04-03,2006,Final,85,100,Indiana Pacers,12,Detroit Pistons,9
21513,2007-04-03,2006,Final,110,91,San Antonio Spurs,27,Oklahoma City Thunder,21
21082,2007-04-04,2006,Final,90,82,LA Clippers,13,Los Angeles Lakers,14
21108,2007-04-04,2006,Final,101,86,Brooklyn Nets,3,Atlanta Hawks,1
21783,2007-04-04,2006,Final,101,92,New Orleans Pelicans,19,Oklahoma City Thunder,21
21921,2007-04-04,2006,Final,88,106,Detroit Pistons,9,Chicago Bulls,5
22059,2007-04-04,2006,Final,120,115,Denver Nuggets,8,Sacramento Kings,26
21649,2007-04-04,2006,Final,94,89,Portland Trail Blazers,25,Utah Jazz,29
23962,2007-04-04,2006,Final,99,110,Houston Rockets,11,Golden State Warriors,10
21081,2007-04-04,2006,Final,100,108,Washington Wizards,30,Charlotte Hornets,4
21514,2007-04-04,2006,Final,108,111,Orlando Magic,22,Toronto Raptors,28
21240,2007-04-04,2006,Final,90,92,New York Knicks,20,Philadelphia 76ers,23
21380,2007-04-04,2006,Final,98,89,Milwaukee Bucks,17,Boston Celtics,2
21083,2007-04-05,2006,Final,90,94,Cleveland Cavaliers,6,Miami Heat,16
21650,2007-04-05,2006,Final,92,85,San Antonio Spurs,27,Phoenix Suns,24
21515,2007-04-06,2006,Final,105,74,Chicago Bulls,5,Brooklyn Nets,3
21084,2007-04-06,2006,Final,85,94,Philadelphia 76ers,23,Toronto Raptors,28
21085,2007-04-06,2006,Final,109,112,Oklahoma City Thunder,21,Los Angeles Lakers,14
21109,2007-04-06,2006,Final,94,99,Washington Wizards,30,Cleveland Cavaliers,6
21241,2007-04-06,2006,Final,95,103,New Orleans Pelicans,19,Phoenix Suns,24
21242,2007-04-06,2006,Final,75,71,Denver Nuggets,8,Dallas Mavericks,7
21381,2007-04-06,2006,Final,115,102,Atlanta Hawks,1,Milwaukee Bucks,17
21651,2007-04-06,2006,Final,102,112,Charlotte Hornets,4,Indiana Pacers,12
